name,state,constituency,wikipedia,party_id,party,term,source,area,coalition,coalition_id
Snawi Ismail,Penang,Seberang Selatan,,UMNO,United Malays National Organisation,2,"","Seberang Selatan, Penang",Alliance Party,Alliance
Sng Chin Joo,Sarawak,"",,unknown,unknown,2,"",Sarawak,unknown,unknown
Soh Ah Teck,Johore,Batu Pahat,,MCA,Malaysian Chinese Association,2,"","Batu Pahat, Johore",Alliance Party,Alliance
Donald Aloysius Marmaduke Stephens,Sabah,"",http://en.wikipedia.org/wiki/Tun_Fuad_Stephens,UPKO,United Pasokmomogun Kadazan Organisation,2,"",Sabah,,
Sulaiman Taib,Perak,Krian Laut,,UMNO,United Malays National Organisation,2,"","Krian Laut, Perak",Alliance Party,Alliance
Suleiman Ali,Trengganu,Dungun,,UMNO,United Malays National Organisation,2,"","Dungun, Trengganu",Alliance Party,Alliance
S. Rajaratnam,Singapore,"",http://en.wikipedia.org/wiki/S._Rajaratnam,PAP,People's Action Party,2,"",Singapore,,
Pengiran Tahir Pengiran Petra,Sabah,"",,USNO,United Sabah National Organisation,2,"",Sabah,,
Tajudin Ali,Perak,Larut Utara,,UMNO,United Malays National Organisation,2,"","Larut Utara, Perak",Alliance Party,Alliance
Tai Kuan Yang,Kedah,Kulim-Bandar Bahru,,MCA,Malaysian Chinese Association,2,"","Kulim-Bandar Bahru, Kedah",Alliance Party,Alliance
Tama Weng Tinggang Wan,Sarawak,"",,unknown,unknown,2,"",Sarawak,unknown,unknown
Tan Chee Khoon,Selangor,Batu,http://en.wikipedia.org/wiki/Tan_Chee_Khoon,Lab,Labour Party of Malaya,2,"","Batu, Selangor",Malayan Peoples' Socialist Front,Socialist Front
Tan Cheng Bee,Penang,Bagan,,MCA,Malaysian Chinese Association,2,"","Bagan, Penang",Alliance Party,Alliance
Tan Kee Gak,Malacca,Bandar Malacca,,MCA,Malaysian Chinese Association,2,"","Bandar Malacca, Malacca",Alliance Party,Alliance
Tan Toh Hong,Selangor,Bukit Bintang,,MCA,Malaysian Chinese Association,2,"","Bukit Bintang, Selangor",Alliance Party,Alliance
Tan Tsak Yu,Sarawak,"",,SCA,Sarawak Chinese Association,2,"",Sarawak,,
Tengku Zaid Tengku Ahmad,Kelantan,Pasir Mas Hulu,,PAS,Pan-Malaysian Islamic Party,2,"","Pasir Mas Hulu, Kelantan",,
Tiah Eng Bee,Johore,Kluang Utara,,MCA,Malaysian Chinese Association,2,"","Kluang Utara, Johore",Alliance Party,Alliance
Toh Chin Chye,Singapore,"",http://en.wikipedia.org/wiki/Toh_Chin_Chye,PAP,People's Action Party,2,"",Singapore,,
Toh Theam Hock,Perak,Kampar,,MCA,Malaysian Chinese Association,2,"","Kampar, Perak",Alliance Party,Alliance
Francis Umpau Empam,Sarawak,"",,BARJASA,Barisan Ra'ayat Jati Sarawak,2,"",Sarawak,,
Wee Toon Boon,Singapore,"",,PAP,People's Action Party,2,"",Singapore,,
Yeh Pao Tze,Sabah,"",,SCA,Sabah Chinese Association,2,"",Sabah,,
Stephen Yong Kuet Tze,Sarawak,"",http://en.wikipedia.org/wiki/Stephen_Yong_Kuet_Tze,SUPP,Sarawak United Peoples' Party,2,"",Sarawak,,
Yong Nyuk Lin,Singapore,"",http://en.wikipedia.org/wiki/Yong_Nyuk_Lin,PAP,People's Action Party,2,"",Singapore,,
Zakaria Mohd Taib,Selangor,Langat,,UMNO,United Malays National Organisation,2,"","Langat, Selangor",Alliance Party,Alliance
Chik Mohamed Yusuf Sheikh Abdul Rahman,"","",http://en.wikipedia.org/wiki/Chik_Mohamad_Yusuf,UMNO,United Malays National Organisation,3,"","",Alliance Party,Alliance
Nik Ahmad Kamil Nik Mahmud,Kelantan,Ulu Kelantan,http://en.wikipedia.org/wiki/Nik_Ahmad_Kamil_Nik_Mahmud,UMNO,United Malays National Organisation,3,"","Ulu Kelantan, Kelantan",Alliance Party,Alliance
Abdul Razak Hussein,Pahang,Pekan,http://en.wikipedia.org/wiki/Abdul_Razak_Hussein,UMNO,United Malays National Organisation,3,"","Pekan, Pahang",Alliance Party,Alliance
Hussein Onn,Johor,Johor Bahru Timor,http://en.wikipedia.org/wiki/Hussein_Onn,UMNO,United Malays National Organisation,3,"","Johor Bahru Timor, Johor",Alliance Party,Alliance
Tan Siew Sin,Malacca,Melaka Tengah,http://en.wikipedia.org/wiki/Tan_Siew_Sin,MCA,Malaysian Chinese Association,3,"","Melaka Tengah, Malacca",Alliance Party,Alliance
V. T. Sambanthan,Perak,Sungei Siput,http://en.wikipedia.org/wiki/V._T._Sambanthan,MIC,Malaysian Indian Congress,3,"","Sungei Siput, Perak",Alliance Party,Alliance
Sardon Jubir,Johor,Pontian Utara,http://en.wikipedia.org/wiki/Sardon_Jubir,UMNO,United Malays National Organisation,3,"","Pontian Utara, Johor",Alliance Party,Alliance
Khir Johari,Kedah,Kedah Tengah,http://en.wikipedia.org/wiki/Khir_Johari,UMNO,United Malays National Organisation,3,"","Kedah Tengah, Kedah",Alliance Party,Alliance
Jugah Barieng,Sarawak,Ulu Rajang,http://en.wikipedia.org/wiki/Jugah_anak_Barieng,PESAKA,Parti Pesaka Anak Sarawak,3,"","Ulu Rajang, Sarawak",,
V. Manickavasagam,Selangor,Klang,http://en.wikipedia.org/wiki/V._Manickavasagam,MIC,Malaysian Indian Congress,3,"","Klang, Selangor",Alliance Party,Alliance
Mohamed Ghazali Jawi,Perak,Kuala Kangsar,,UMNO,United Malays National Organisation,3,"","Kuala Kangsar, Perak",Alliance Party,Alliance
Ghafar Baba,Malacca,Melaka Utara,http://en.wikipedia.org/wiki/Ghafar_Baba,UMNO,United Malays National Organisation,3,"","Melaka Utara, Malacca",Alliance Party,Alliance
Abdul Ghani Gilong,Sabah,Kinabalu,,USNO,United Sabah National Organisation,3,"","Kinabalu, Sabah",,
Lee Siok Yew,Selangor,Sepang,,MCA,Malaysian Chinese Association,3,"","Sepang, Selangor",Alliance Party,Alliance
Hamzah Abu Samah,Pahang,Raub,http://en.wikipedia.org/wiki/Hamzah_Abu_Samah,UMNO,United Malays National Organisation,3,"","Raub, Pahang",Alliance Party,Alliance
Fatimah Hashim,Kedah,Jitra-Padang Terap,http://en.wikipedia.org/wiki/Fatimah_Hashim,UMNO,United Malays National Organisation,3,"","Jitra-Padang Terap, Kedah",Alliance Party,Alliance
Ghazali Shafie,Pahang,Lipis,http://en.wikipedia.org/wiki/Ghazali_Shafie,UMNO,United Malays National Organisation,3,"","Lipis, Pahang",Alliance Party,Alliance
Ong Kee Hui,Sarawak,Bandar Kuching,http://en.wikipedia.org/wiki/Ong_Kee_Hui,SUPP,Sarawak United Peoples' Party,3,"","Bandar Kuching, Sarawak",,
Abdul Taib Mahmud,Sarawak,Samarahan,http://en.wikipedia.org/wiki/Abdul_Taib_Mahmud,BUMIPUTERA,Parti Bumiputera Sarawak,3,"","Samarahan, Sarawak",,
Ali Ahmad,Johor,Pontian Selatan,http://en.wikipedia.org/wiki/Ali_Ahmad,UMNO,United Malays National Organisation,3,"","Pontian Selatan, Johor",Alliance Party,Alliance
Abdul Samad Idris,Negeri Sembilan,Kuala Pilah,,UMNO,United Malays National Organisation,3,"","Kuala Pilah, Negeri Sembilan",Alliance Party,Alliance
Lee San Choon,Johor,Segamat Selatan,http://en.wikipedia.org/wiki/Lee_San_Choon,MCA,Malaysian Chinese Association,3,"","Segamat Selatan, Johor",Alliance Party,Alliance
Tengku Ahmad Rithauddeen Tengku Ismail,Kelantan,Kota Bharu Hilir,,UMNO,United Malays National Organisation,3,"","Kota Bharu Hilir, Kelantan",Alliance Party,Alliance
Mohamed Yaacob,Kelantan,Tanah Merah,http://en.wikipedia.org/wiki/Mohamed_Yaacob,UMNO,United Malays National Organisation,3,"","Tanah Merah, Kelantan",Alliance Party,Alliance
Shariff Ahmad,Selangor,Langat,,UMNO,United Malays National Organisation,3,"","Langat, Selangor",Alliance Party,Alliance
Wan Abdul Kadir Ismail,Terengganu,Kuala Trengganu Utara,,UMNO,United Malays National Organisation,3,"","Kuala Trengganu Utara, Terengganu",Alliance Party,Alliance
Mohamed Ujang,Negeri Sembilan,Jelebu-Jempol,,UMNO,United Malays National Organisation,3,"","Jelebu-Jempol, Negeri Sembilan",Alliance Party,Alliance
Mohamed Rahmat,Johor,Johor Bahru Barat,http://en.wikipedia.org/wiki/Mohamed_Rahmat,UMNO,United Malays National Organisation,3,"","Johor Bahru Barat, Johor",Alliance Party,Alliance
Mokhtar Hashim,Negeri Sembilan,Rembau-Tampin,,UMNO,United Malays National Organisation,3,"","Rembau-Tampin, Negeri Sembilan",Alliance Party,Alliance
Nik Abdul Aziz Nik Mat,Kelantan,Kelantan Hilir,http://en.wikipedia.org/wiki/Nik_Abdul_Aziz_Nik_Mat,PAS,Pan-Malaysian Islamic Party,3,"","Kelantan Hilir, Kelantan",,
Abdul Aziz Omar,Kelantan,Tumpat,,UMNO,United Malays National Organisation,3,"","Tumpat, Kelantan",Alliance Party,Alliance
Tunku Tan Sri Abdullah,Selangor,Rawang,http://en.wikipedia.org/wiki/Tunku_Tan_Sri_Abdullah,UMNO,United Malays National Organisation,3,"","Rawang, Selangor",Alliance Party,Alliance
Tunku Abdul Rahman,Kedah,Kuala Kedah,http://en.wikipedia.org/wiki/Tunku_Abdul_Rahman,UMNO,United Malays National Organisation,3,"","Kuala Kedah, Kedah",Alliance Party,Alliance
Abdul Rahman Sabri,Johor,Johor Timor,,UMNO,United Malays National Organisation,3,"","Johor Timor, Johor",Alliance Party,Alliance
Abdul Rashid Jais,Sabah,Sabah Selatan,,USNO,United Sabah National Organisation,3,"","Sabah Selatan, Sabah",,
Abdul Wahab Yunus,Terengganu,Dungun,,PAS,Pan-Malaysian Islamic Party,3,"","Dungun, Terengganu",,
Abit Angkin,Sarawak,Kapit,,SNAP,Sarawak National Party,3,"","Kapit, Sarawak",,
Abu Bakar Umar,Kedah,Kubang Pasu Barat,,PAS,Pan-Malaysian Islamic Party,3,"","Kubang Pasu Barat, Kedah",,
Ahmad Arshad,Johor,Muar Utara,,UMNO,United Malays National Organisation,3,"","Muar Utara, Johor",Alliance Party,Alliance
Pengiran Ahmad Pengiran Indar,Sabah,Kinabatangan,,USNO,United Sabah National Organisation,3,"","Kinabatangan, Sabah",,
Ahmad Ithnin,Malacca,Melaka Selatan,,UMNO,United Malays National Organisation,3,"","Melaka Selatan, Malacca",Alliance Party,Alliance
Ahmad Saaid,Penang,Seberang Utara,,UMNO,United Malays National Organisation,3,"","Seberang Utara, Penang",Alliance Party,Alliance
Ahmad Damanhuri Abdul Wahab,Perak,Hilir Perak,,UMNO,United Malays National Organisation,3,"","Hilir Perak, Perak",Alliance Party,Alliance
Bibi Aishah Hamid Don,Kedah,Kulim Utara,,UMNO,United Malays National Organisation,3,"","Kulim Utara, Kedah",Alliance Party,Alliance
Ajad O. T. Oyung,Sabah,Labuk-Sugut,,USNO,United Sabah National Organisation,3,"","Labuk-Sugut, Sabah",,
Awang Hassan,Johor,Muar Selatan,http://en.wikipedia.org/wiki/Awang_Hassan,UMNO,United Malays National Organisation,3,"","Muar Selatan, Johor",Alliance Party,Alliance
Azahari Mohd. Taib,Kedah,Sungei Patani,,UMNO,United Malays National Organisation,3,"","Sungei Patani, Kedah",Alliance Party,Alliance
Banyang Janting,Sarawak,Julau,,PESAKA,Parti Pesaka Anak Sarawak,3,"","Julau, Sarawak",,
Chegu Baudi Unggut,Sabah,Bandau,,USNO,United Sabah National Organisation,3,"","Bandau, Sabah",,
Bojeng Andot,Sarawak,Simunjan,,BUMIPUTERA,Parti Bumiputera Sarawak,3,"","Simunjan, Sarawak",,
Buja Gumbilai,Sabah,Tuaran,,USNO,United Sabah National Organisation,3,"","Tuaran, Sabah",,
Awang Bungsu Abdullah,Sarawak,Limbang-Lawas,,SNAP,Sarawak National Party,3,"","Limbang-Lawas, Sarawak",,
Awang Wal Awang Abu,Sarawak,Santubong,,unknown,unknown,3,"","Santubong, Sarawak",unknown,unknown
Chan Fu King,Perak,Telok Anson,,DAP,Democratic Action Party,3,"","Telok Anson, Perak",,
Chan Siang Sun,Pahang,Bentong,,MCA,Malaysian Chinese Association,3,"","Bentong, Pahang",Alliance Party,Alliance
Chan Yoon Onn,Perak,Ulu Kinta,,PPP,People's Progressive Party,3,"","Ulu Kinta, Perak",,
Chen Ko Ming,Sarawak,Sarikei,,SUPP,Sarawak United Peoples' Party,3,"","Sarikei, Sarawak",,
Chen Man Hin,Negeri Sembilan,Seremban Timor,,DAP,Democratic Action Party,3,"","Seremban Timor, Negeri Sembilan",,
Michael Chen Wing Sum,Selangor,Ulu Selangor,,MCA,Malaysian Chinese Association,3,"","Ulu Selangor, Selangor",Alliance Party,Alliance
Chu Chee Peng,Johor,Kluang Selatan,,MCA,Malaysian Chinese Association,3,"","Kluang Selatan, Johor",Alliance Party,Alliance
Peter Paul Dason,Penang,Pulau Pinang Utara,,DAP,Democratic Action Party,3,"","Pulau Pinang Utara, Penang",,
V. David,Penang,Dato Kramat,http://en.wikipedia.org/wiki/V._David,Gerakan,Parti Gerakan Rakyat Malaysia,3,"","Dato Kramat, Penang",,
Edwin Tangkun,Sarawak,Batang Lupar,,SNAP,Sarawak National Party,3,"","Batang Lupar, Sarawak",,
Fan Yew Teng,Perak,Kampar,http://en.wikipedia.org/wiki/Fan_Yew_Teng,DAP,Democratic Action Party,3,"","Kampar, Perak",,
Fatimah Abdul Majid,Johor,Batu Pahat Dalam,http://en.wikipedia.org/wiki/Fatimah_Abdul_Majid,UMNO,United Malays National Organisation,3,"","Batu Pahat Dalam, Johor",Alliance Party,Alliance
Goh Hock Guan,Selangor,Bungsar,,DAP,Democratic Action Party,3,"","Bungsar, Selangor",,
Hanafiah Hussain,Kedah,Jerai,,UMNO,United Malays National Organisation,3,"","Jerai, Kedah",Alliance Party,Alliance
Hashim Gera,Perak,Parit,,PAS,Pan-Malaysian Islamic Party,3,"","Parit, Perak",,
Hor Cheok Foon,Selangor,Damansara,,DAP,Democratic Action Party,3,"","Damansara, Selangor",,
Richard Ho Ung Hun,Perak,Sitiawan,http://en.wikipedia.org/wiki/Richard_Ho_Ung_Hun,DAP,Democratic Action Party,3,"","Sitiawan, Perak",,
Hussain Sulaiman,Terengganu,Besut,,UMNO,United Malays National Organisation,3,"","Besut, Terengganu",Alliance Party,Alliance
Syed Jaafar Albar,Johor,Johor Tenggara,http://en.wikipedia.org/wiki/Syed_Jaafar_Albar,UMNO,United Malays National Organisation,3,"","Johor Tenggara, Johor",Alliance Party,Alliance
Khoo Peng Loong,Sarawak,Bandar Sibu,,SUPP,Sarawak United Peoples' Party,3,"","Bandar Sibu, Sarawak",,
Edmund Langgu Saga,Sarawak,Saratok,,SNAP,Sarawak National Party,3,"","Saratok, Sarawak",,
Latip Idris,Sarawak,Mukah,,unknown,unknown,3,"","Mukah, Sarawak",unknown,unknown
Lee Seck Fun,Perak,Tanjong Malim,,MCA,Malaysian Chinese Association,3,"","Tanjong Malim, Perak",Alliance Party,Alliance
Lim Cho Hock,Perak,Batu Gajah,,DAP,Democratic Action Party,3,"","Batu Gajah, Perak",,
Lim Chong Eu,Penang,Tanjong,http://en.wikipedia.org/wiki/Lim_Chong_Eu,Gerakan,Parti Gerakan Rakyat Malaysia,3,"","Tanjong, Penang",,
Lim Kit Siang,Malacca,Bandar Melaka,http://en.wikipedia.org/wiki/Lim_Kit_Siang,DAP,Democratic Action Party,3,"","Bandar Melaka, Malacca",,
Lim Pee Hung,Kedah,Alor Star,,MCA,Malaysian Chinese Association,3,"","Alor Star, Kedah",Alliance Party,Alliance
Loh Jee Mee,Perak,Batang Padang,,DAP,Democratic Action Party,3,"","Batang Padang, Perak",,
Walter Loh Poh Khan,Selangor,Setapak,,DAP,Democratic Action Party,3,"","Setapak, Selangor",,
Peter Lo Su Yin,Sabah,Sandakan,,SCA,Sabah Chinese Association,3,"","Sandakan, Sabah",,
Luhat Wan,Sarawak,Baram,,SNAP,Sarawak National Party,3,"","Baram, Sarawak",,
Chik Johari Ondu Majakil,Sabah,Labuan-Beaufort,,USNO,United Sabah National Organisation,3,"","Labuan-Beaufort, Sabah",,
Andrew Mara Walter Unjah,Sarawak,Betong,,SNAP,Sarawak National Party,3,"","Betong, Sarawak",,
Mawardi Lebai Teh,Kedah,Kota Star Utara,,PAS,Pan-Malaysian Islamic Party,3,"","Kota Star Utara, Kedah",,
Mohamed Taib,Pahang,Kuantan,,UMNO,United Malays National Organisation,3,"","Kuantan, Pahang",Alliance Party,Alliance
Mohamed Arif Salleh,Sabah,Sabah Dalam,,USNO,United Sabah National Organisation,3,"","Sabah Dalam, Sabah",,
Mohamad Asri Muda,Kelantan,Kota Bharu Hulu,http://en.wikipedia.org/wiki/Asri_Muda,PAS,Pan-Malaysian Islamic Party,3,"","Kota Bharu Hulu, Kelantan",,
Mohd. Daud Abdul Samad,Terengganu,Kuala Trengganu Selatan,,PAS,Pan-Malaysian Islamic Party,3,"","Kuala Trengganu Selatan, Terengganu",,
Mohd Nor Md. Dahan,Perak,Ulu Perak,,UMNO,United Malays National Organisation,3,"","Ulu Perak, Perak",Alliance Party,Alliance
Mohamad Said Keruak,Sabah,Kota Belud,,USNO,United Sabah National Organisation,3,"","Kota Belud, Sabah",,
Mohd. Salleh Abdullah,Sabah,Darvel,,USNO,United Sabah National Organisation,3,"","Darvel, Sabah",,
Mohd. Tahir Abdul Majid,Selangor,Kuala Langat,,UMNO,United Malays National Organisation,3,"","Kuala Langat, Selangor",Alliance Party,Alliance
Mohd. Tahir Abdul Manan,Selangor,Kapar,,UMNO,United Malays National Organisation,3,"","Kapar, Selangor",Alliance Party,Alliance
Mohamed Yusof Mahmud,Pahang,Temerloh,,UMNO,United Malays National Organisation,3,"","Temerloh, Pahang",Alliance Party,Alliance
Mohd. Zain Abdullah,Kelantan,Bachok,,PAS,Pan-Malaysian Islamic Party,3,"","Bachok, Kelantan",,
Engku Muhsein Engku Abdul Kadir,Terengganu,Trengganu Tengah,,UMNO,United Malays National Organisation,3,"","Trengganu Tengah, Terengganu",Alliance Party,Alliance
Wan Mokhtar Ahmad,Terengganu,Kemaman,http://en.wikipedia.org/wiki/Wan_Mokhtar_Ahmad,UMNO,United Malays National Organisation,3,"","Kemaman, Terengganu",Alliance Party,Alliance
Mokhtar Ismail,Perlis,Perlis Selatan,,UMNO,United Malays National Organisation,3,"","Perlis Selatan, Perlis",Alliance Party,Alliance
Muhammad Fakhruddin Abdullah,Kelantan,Pasir Mas Hilir,,PAS,Pan-Malaysian Islamic Party,3,"","Pasir Mas Hilir, Kelantan",,
Musa Hitam,Johor,Segamat Utara,http://en.wikipedia.org/wiki/Musa_Hitam,UMNO,United Malays National Organisation,3,"","Segamat Utara, Johor",Alliance Party,Alliance
Mustapha Abdul Jabar,Selangor,Sabak Bernam,,UMNO,United Malays National Organisation,3,"","Sabak Bernam, Selangor",Alliance Party,Alliance
Mustapha Harun,Sabah,Marudu,http://en.wikipedia.org/wiki/Mustapha_Harun,USNO,United Sabah National Organisation,3,"","Marudu, Sabah",,
Mustapha Hussain,Penang,Seberang Tengah,,Gerakan,Parti Gerakan Rakyat Malaysia,3,"","Seberang Tengah, Penang",,
Jonathan Narwin Jinggong,Sarawak,Luboh Antu,,SNAP,Sarawak National Party,3,"","Luboh Antu, Sarawak",,
Syed Nasir Ismail,Johor,Muar Dalam,http://en.wikipedia.org/wiki/Syed_Nasir_Ismail,UMNO,United Malays National Organisation,3,"","Muar Dalam, Johor",Alliance Party,Alliance
Ng Hoe Hun,Perak,Larut Selatan,,Gerakan,Parti Gerakan Rakyat Malaysia,3,"","Larut Selatan, Perak",,
Raja Nong Chik Raja Ishak,Selangor,Kuala Selangor,,UMNO,United Malays National Organisation,3,"","Kuala Selangor, Selangor",Alliance Party,Alliance
Othman Abdullah,Perlis,Perlis Utara,,UMNO,United Malays National Organisation,3,"","Perlis Utara, Perlis",Alliance Party,Alliance
Pang Tet Tshung,Sabah,Kota Kinabalu,,SCA,Sabah Chinese Association,3,"","Kota Kinabalu, Sabah",,
Rahun Debak,Sarawak,Serian,,SNAP,Sarawak National Party,3,"","Serian, Sarawak",,
Ramli Omar,Perak,Krian Darat,,UMNO,United Malays National Organisation,3,"","Krian Darat, Perak",Alliance Party,Alliance
R. C. Mahadeva Rayan,Perak,Ipoh,,PPP,People's Progressive Party,3,"","Ipoh, Perak",,
Seah Teng Ngiab,Johor,Muar Pantai,,MCA,Malaysian Chinese Association,3,"","Muar Pantai, Johor",Alliance Party,Alliance
S. Seevaratnam,Negeri Sembilan,Seremban Barat,,DAP,Democratic Action Party,3,"","Seremban Barat, Negeri Sembilan",,
S. P. Seenivasagam,Perak,Menglembu,,PPP,People's Progressive Party,3,"","Menglembu, Perak",,
Thomas Gabriel Selvaraj,Penang,Pulau Pinang Selatan,,Gerakan,Parti Gerakan Rakyat Malaysia,3,"","Pulau Pinang Selatan, Penang",,
Shafie Abdullah,Kedah,Baling,,UMNO,United Malays National Organisation,3,"","Baling, Kedah",Alliance Party,Alliance
Joseph Valentine Cotter,Sarawak,Bau-Lundu,,SUPP,Sarawak United Peoples' Party,3,"","Bau-Lundu, Sarawak",,
Soh Ah Teck,Johor,Batu Pahat,,MCA,Malaysian Chinese Association,3,"","Batu Pahat, Johor",Alliance Party,Alliance
A. Soorian,Negeri Sembilan,Port Dickson,,DAP,Democratic Action Party,3,"","Port Dickson, Negeri Sembilan",,
Sulaiman Bulon,Perak,Bagan Datoh,,UMNO,United Malays National Organisation,3,"","Bagan Datoh, Perak",Alliance Party,Alliance
Wan Sulaiman Ibrahim,Kelantan,Pasir Puteh,,PAS,Pan-Malaysian Islamic Party,3,"","Pasir Puteh, Kelantan",,
Sulaiman Taib,Perak,Krian Laut,,UMNO,United Malays National Organisation,3,"","Krian Laut, Perak",Alliance Party,Alliance
Su Liang Yu,Perak,Bruas,,PPP,People's Progressive Party,3,"","Bruas, Perak",,
Pengiran Tahir Pengiran Petra,Sabah,Kimanis,,USNO,United Sabah National Organisation,3,"","Kimanis, Sabah",,
Tai Kuan Yang,Kedah,Kulim-Bandar Bharu,,MCA,Malaysian Chinese Association,3,"","Kulim-Bandar Bharu, Kedah",Alliance Party,Alliance
Tajudin Ali,Perak,Larut Utara,,UMNO,United Malays National Organisation,3,"","Larut Utara, Perak",Alliance Party,Alliance
Tan Chee Khoon,Selangor,Batu,http://en.wikipedia.org/wiki/Tan_Chee_Khoon,Gerakan,Parti Gerakan Rakyat Malaysia,3,"","Batu, Selangor",,
Tan Cheng Bee,Penang,Bagan,,MCA,Malaysian Chinese Association,3,"","Bagan, Penang",Alliance Party,Alliance
Tiah Eng Bee,Johor,Kluang Utara,,MCA,Malaysian Chinese Association,3,"","Kluang Utara, Johor",Alliance Party,Alliance
James Stephen Tibok,Sabah,Penampang,,USNO,United Sabah National Organisation,3,"","Penampang, Sabah",,
Tibuoh Rantai,Sarawak,Rajang,,SUPP,Sarawak United Peoples' Party,3,"","Rajang, Sarawak",,
Ting Ming Kiong,Sarawak,Bintulu,,SCA,Sarawak Chinese Association,3,"","Bintulu, Sarawak",,
Joseph Unting Umang,Sarawak,Kanowit,,IND,Independent,3,"","Kanowit, Sarawak",,
Veerappen Veerathan,Penang,Seberang Selatan,,Gerakan,Parti Gerakan Rakyat Malaysia,3,"","Seberang Selatan, Penang",,
James Wong Kim Min,Sarawak,Miri-Subis,http://en.wikipedia.org/wiki/James_Wong_(politician),SNAP,Sarawak National Party,3,"","Miri-Subis, Sarawak",,
Yeh Pao Tzu,Sabah,Tawau,,SCA,Sabah Chinese Association,3,"","Tawau, Sabah",,
Yeoh Teck Chye,Selangor,Bukit Bintang,,Gerakan,Parti Gerakan Rakyat Malaysia,3,"","Bukit Bintang, Selangor",,
Stephen Yong Kuet Tze,Sarawak,Pandawan,http://en.wikipedia.org/wiki/Stephen_Yong_Kuet_Tze,SUPP,Sarawak United Peoples' Party,3,"","Pandawan, Sarawak",,
Yusof Rawa,Kedah,Kota Star Selatan,http://en.wikipedia.org/wiki/Yusof_Rawa,PAS,Pan-Malaysian Islamic Party,3,"","Kota Star Selatan, Kedah",,
